iter	RMSE
915	0.001996348992
916	0.001996173256
917	0.00199588687
918	0.001995745332
919	0.001995479806
920	0.001995388509
921	0.001994947523
922	0.001994775805
923	0.001994748164
924	0.001994459908
925	0.001993874074
926	0.001993603506
927	0.001993441737
928	0.001993244661
929	0.001993133294
930	0.001993049198
931	0.001992835515
932	0.001992829069
933	0.001992701725
934	0.001992382512
935	0.001991957696
936	0.001991856511
937	0.001991586779
938	0.001991037868
939	0.001990785142
940	0.00199065837
941	0.001990512554
942	0.001989637249
943	0.001989455224
944	0.00198939556
945	0.001989085524
946	0.001989032228
947	0.001988866218
948	0.00198858134
949	0.001988577015
950	0.00198832612
951	0.001988120991
952	0.00198766803
953	0.001987587641
954	0.0019874123
955	0.001987290602
956	0.001987195254
957	0.001987110115
958	0.001986695305
959	0.001986562901
960	0.001986335658
961	0.001986253445
962	0.001985743475
963	0.001985486522
964	0.001985271383
965	0.001984931929
966	0.001984792566
967	0.001984501326
968	0.001984497
969	0.001983788331
970	0.00198348515
971	0.0019833673
972	0.00198280211
973	0.001982649227
974	0.001982276276
975	0.0019822742
976	0.001982220847
977	0.001982205935
978	0.001982110778
979	0.001981952462
980	0.001981766418
981	0.001981045934
982	0.001980959338
983	0.001980832416
984	0.001980705786
985	0.001980121464
986	0.00198007661
987	0.001979925507
988	0.001979185528
989	0.001978716898
990	0.00197859485
991	0.001978477194
992	0.001978269366
993	0.001978265134
994	0.001978253128
995	0.001977996398
996	0.001977764284
997	0.001977397346
998	0.001977395259
999	0.001976956037
